"","unique_row","study_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SD_2","t","F","r","d","d_var","corr","test_lang","stimuli_link","data_link","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","special_cases_measures","x_dif","SD_dif","contrast_sampa","audio_condition","speaker","speech_type","object_stimulus","cue_type","N_AFC","mean_comprehension_vocab","mean_production_vocab","pointing_modality","motive","correlation_type","condition_type","stimulus_naturalness","contrast_pseudoIPA","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","peripherality","Linguistic","words_to_passage","edge_alignment","familiarization_voice","familiarization_register","familiarization_affect","test_voice","test_register","indexical","rule.type","repetitions","types","tokens","expt_condition2","word_round","word_spiky","multiple_age_groups_younger_older","replication","native","label_present","instruction_code","taxonomic_type","tokens_per_trial","word_types_per_cond","publication_type","main_or_baseline_study","Modality","Semantics","TrainingRule","Speech","Nonspeech","CorrectPronunciation","Mispronunciation","is_correct","n_feature","type_feature","mispron_location","scenarios","Hamlin_Lab","stimuli_type","minimal_pairs","cues_present","word_typicality","ME_trial_type","corr_imputed","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_infant_calc","all_mod","mean_age_months","year"
"54","54","gollek2016","Gollek, C.& Doherty, M.J. (2016). Metacognitive developments in word learning: Mutual exclusivity and theory of mind. Journal of Experimental Child Psychology. 148, 51-69.","Gollek & Doherty (2016)","yes","Alvaro Iturralde",2,"experimental","40","behavior","test_only","forced-choice","target_selection","within_one","British English","typical","disambiguation - younger",NA,21,NA,1126,NA,NA,NA,NA,NA,16.41,NA,NA,7.34,NA,NA,NA,NA,NA,335,NA,NA,NA,0.5,NA,5,NA,NA,NA,NA,NA,NA,NA,"objects",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",3.58095557877264,0.352934353741497,3.43960206908424,0.325621047626114,0.873059970662052,0.00118600022962266,1.34580697772136,0.0555555555555556,6.49513495212878,1.1611074836609,"t_one",1126,21,"gollek2016 40","",36.9908015768725,"2016"
"55","55","gollek2016","Gollek, C.& Doherty, M.J. (2016). Metacognitive developments in word learning: Mutual exclusivity and theory of mind. Journal of Experimental Child Psychology. 148, 51-69.","Gollek & Doherty (2016)","yes","Alvaro Iturralde",2,"experimental","41","behavior","test_only","forced-choice","target_selection","within_one","British English","typical","disambiguation - older",NA,22,NA,1461,NA,NA,NA,NA,NA,26.14,NA,NA,11.41,NA,NA,NA,NA,NA,645,NA,NA,NA,0.5,NA,5,NA,NA,NA,NA,NA,NA,NA,"objects",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",5.57306672553566,0.751342561983471,5.36407672332807,0.6960484453125,0.941226248699919,0.00027896948335378,1.74868989527947,0.0526315789473684,10.1084248836114,2.47181795215927,"t_one",1461,22,"gollek2016 41","",47.9960578186597,"2016"
"56","56","gollek2016","Gollek, C.& Doherty, M.J. (2016). Metacognitive developments in word learning: Mutual exclusivity and theory of mind. Journal of Experimental Child Psychology. 148, 51-69.","Gollek & Doherty (2016)","yes","Alvaro Iturralde",3,"experimental","42","behavior","test_only","forced-choice","target_selection","within_one","German","typical","disambiguation - younger",NA,15,NA,1278.349,NA,0.986,0.5,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"objects",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",9.34615384615385,2.97835305719921,8.80695266272189,2.64461009257962,0.977861265024983,6.25118089307498e-05,2.24622129129557,0.0833333333333333,16.952047904189,9.79838881377709,"group_means_one",1278.349,15,"gollek2016 42","",41.9956964520368,"2016"
"57","57","gollek2016","Gollek, C.& Doherty, M.J. (2016). Metacognitive developments in word learning: Mutual exclusivity and theory of mind. Journal of Experimental Child Psychology. 148, 51-69.","Gollek & Doherty (2016)","yes","Alvaro Iturralde",3,"experimental","43","behavior","test_only","forced-choice","target_selection","within_one","German","typical","disambiguation - older",NA,13,NA,1674.028,NA,0.876,0.5,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"objects",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",1.49206349206349,0.162548210167258,1.39033189033189,0.141138192815682,0.597962440800935,0.0107751118076462,0.689969553536328,0.1,2.70630381330185,0.534762176818655,"group_means_one",1674.028,13,"gollek2016 43","",54.9943495400788,"2016"
"58","58","graham1998","Graham, S. A., Poulin-Dubois, D., & Baker, R. K. (1998). Infants' disambiguation of novel object words. First Language, 18(53), 149-164.","Graham et al. (1998)","yes","Molly Lewis, Michael Frank",1,"experimental","44","behavior","test_only","forced-choice","target_selection","within_one","Canadian English","typical","experimental",NA,30,NA,596.3196,NA,0.51,0.33,0.22,NA,4.44,NA,NA,0.810629385,0.072142667,NA,NA,NA,NA,201.3804,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,"objects",NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",0.818181818181818,0.0444903581267218,0.796266233766234,0.0421388667812166,0.378632845720504,0.00699192323961216,0.398462728817954,0.037037037037037,1.48401766164618,0.146367411457845,"group_means_one",596.3196,30,"graham1998 44","",19.59,"1998"
"59","59","graham2010","Graham, S. A., Nilsen, E. S., Collins, S., & Olineck, K. (2010). The role of gaze direction and mutual exclusivity in guiding 24äómonthäóolds' word mappings.British Journal of Developmental Psychology, 28(2), 449-465.","Graham et al. (2009)","yes","Molly Lewis, Michael Frank",1,"experimental","45","behavior","test_only","forced-choice","target_selection","within_one","Canadian English","typical","experimental - B (no gaze)",NA,21,NA,776.7492,NA,0.54,0.33,0.22,NA,NA,NA,NA,0.954545455,0.106085203,NA,NA,NA,NA,NA,NA,NA,NA,0.476190476,NA,6,NA,NA,NA,NA,NA,NA,NA,"objects",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",0.954545454545455,0.0693132624950807,0.916866028708134,0.0639491647916006,0.430729586214938,0.00936234980186209,0.460792114076114,0.0555555555555556,1.73135393858721,0.228031493525103,"group_means_one",776.7492,21,"graham2010 45","",25.5173850197109,"2010"
"60","60","graham2010","Graham, S. A., Nilsen, E. S., Collins, S., & Olineck, K. (2010). The role of gaze direction and mutual exclusivity in guiding 24äómonthäóolds' word mappings.British Journal of Developmental Psychology, 28(2), 449-465.","Graham et al. (2009)","yes","Molly Lewis, Michael Frank",1,"experimental","46","behavior","test_only","forced-choice","target_selection","within_one","Canadian English","typical","experimental - A (no gaze)",NA,22,NA,712.83,NA,0.61,0.33,0.25,NA,NA,NA,NA,1.12,0.105163636,NA,NA,NA,NA,NA,NA,NA,NA,0.428571429,NA,6,NA,NA,NA,NA,NA,NA,NA,"objects",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",1.12,0.0739636363636364,1.078,0.068520375,0.488603368931843,0.0081577209258967,0.534224073953662,0.0526315789473684,2.03145528794232,0.243330610325039,"group_means_one",712.83,22,"graham2010 46","",23.4175427069645,"2010"
"61","61","graham2010","Graham, S. A., Nilsen, E. S., Collins, S., & Olineck, K. (2010). The role of gaze direction and mutual exclusivity in guiding 24äómonthäóolds' word mappings.British Journal of Developmental Psychology, 28(2), 449-465.","Graham et al. (2009)","yes","Molly Lewis, Michael Frank",1,"experimental","47","behavior","test_only","forced-choice","target_selection","within_one","Canadian English","typical","experimental - A (consistent)",NA,22,NA,736.2681,NA,0.89,0.33,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,"objects",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",3.11111111111111,0.265432098765432,2.99444444444444,0.245897955246914,0.841178475376554,0.00165923996278712,1.22519001810941,0.0526315789473684,5.64293135539535,0.873236603388565,"group_means_one",736.2681,22,"graham2010 47","",24.1875197109067,"2010"
"62","62","grassmann2010","Grassmann, S., & Tomasello, M. (2010). Young children follow pointing over words in interpreting acts of reference. Developmental Science, 13(1), 252-263.","Grassmann & Tomasello (2010)","yes","Molly Lewis, Michael Frank",1,"experimental","48","behavior","test_only","forced-choice","target_selection","within_one","German Germany","typical","experimental",NA,12,NA,730.08,NA,0.76,0.5,0.17,NA,NA,NA,NA,1.529411765,0.215397924,NA,NA,NA,NA,30.42,NA,4.666666667,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"objects",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",1.52941176470588,0.180795847750865,1.41470588235294,0.154693447231834,0.607450107570797,0.0113560044740236,0.70487038736785,0.111111111111111,2.77404608647586,0.594794498220206,"group_means_one",730.08,12,"grassmann2010 48","",23.9842312746386,"2010"
"63","63","grassmann2010","Grassmann, S., & Tomasello, M. (2010). Young children follow pointing over words in interpreting acts of reference. Developmental Science, 13(1), 252-263.","Grassmann & Tomasello (2010)","yes","Molly Lewis, Michael Frank",1,"experimental","49","behavior","test_only","forced-choice","target_selection","within_one","German Germany","typical","experimental",NA,12,NA,1460.16,NA,0.81,0.5,0.18,NA,NA,NA,NA,1.722222222,0.228459362,NA,NA,NA,NA,121.68,NA,4.666666667,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"objects",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",1.72222222222222,0.206918724279835,1.59305555555556,0.177044833461934,0.652523135359877,0.00979400064364487,0.779680242816138,0.111111111111111,3.12376557173671,0.680735317273353,"group_means_one",1460.16,12,"grassmann2010 49","",47.9684625492773,"2010"
"64","64","grassmann2015","Grassmann, S., Schulze, C. and Tomasello, M. (2015). Childrenäó»s level of word knowledge predicts their exclusion of familiar objects as referents of novel words. Front.Psychol.6:1200.doi:10.3389/fpsyg.2015.01200.","Grassmann et al. (2015)","yes","Alvaro Iturralde",1,"experimental","50","behavior","test_only","forced-choice","target_selection","within_one","German Germany","typical","experimental",NA,22,NA,1161,NA,0.714,0.5,0.235,NA,4.267,NA,NA,1.862,NA,NA,NA,NA,NA,116,NA,NA,NA,0.5,NA,12,NA,NA,NA,NA,NA,NA,NA,"paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",0.91063829787234,0.0643014115807235,0.876489361702128,0.0595692295722046,0.414386427417411,0.00913478136117908,0.440895478117161,0.0526315789473684,1.65171516572818,0.211543164911122,"group_means_one",1161,22,"grassmann2015 50","",38.1406044678055,"2015"
"65","65","grassmann2015","Grassmann, S., Schulze, C. and Tomasello, M. (2015). Childrenäó»s level of word knowledge predicts their exclusion of familiar objects as referents of novel words. Front.Psychol.6:1200.doi:10.3389/fpsyg.2015.01200.","Grassmann et al. (2015)","yes","Alvaro Iturralde",1,"experimental","51","behavior","test_only","forced-choice","target_selection","within_one","German Germany","typical","experimental",NA,21,NA,1644,NA,0.759,0.5,0.272,NA,4.367,NA,NA,1.953,NA,NA,NA,NA,NA,117,NA,NA,NA,0.428,NA,12,NA,NA,NA,NA,NA,NA,NA,"paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",0.952205882352941,0.0692070486282748,0.914618808049536,0.0638511707306227,0.429869153686485,0.0093735229169995,0.459736164364032,0.0555555555555556,1.72711042403185,0.227682063909342,"group_means_one",1644,21,"grassmann2015 51","",54.0078843626807,"2015"
"66","66","grassmann2015","Grassmann, S., Schulze, C. and Tomasello, M. (2015). Childrenäó»s level of word knowledge predicts their exclusion of familiar objects as referents of novel words. Front.Psychol.6:1200.doi:10.3389/fpsyg.2015.01200.","Grassmann et al. (2015)","yes","Alvaro Iturralde",1,"experimental","52","behavior","test_only","forced-choice","target_selection","within_one","German Germany","typical","experimental",NA,23,NA,790,NA,0.682,0.5,0.188,NA,4.653,NA,NA,1.984,NA,NA,NA,NA,NA,116,NA,NA,NA,0.478,NA,12,NA,NA,NA,NA,NA,NA,NA,"paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",0.968085106382979,0.0638519298521857,0.933510638297873,0.0593725215079635,0.435686067679701,0.00848896635299249,0.46689369782659,0.05,1.75591215048206,0.210064429295727,"group_means_one",790,23,"grassmann2015 52","",25.9526938239159,"2015"
"67","67","halberda2003","Halberda, J. (2003). The development of a word-learning strategy. Cognition,87(1), B23-B34.","Halberda (2003)","yes","Molly Lewis, Michael Frank",1,"experimental","86","eye-tracking","test_only","forced-choice","looking_time_change","within_one","American English","typical","experimental",NA,11,NA,445.16,NA,NA,NA,NA,NA,-3.14,NA,NA,-0.946745622,0.202189256,NA,NA,NA,NA,30.42,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,"digital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",-0.946745621974178,0.131651239669421,-0.86785015347633,0.110623611111111,-0.42785645275022,0.017944593303679,-0.457269848968378,0.125,-1.71720660722829,0.433115218150064,"t_one",445.16,11,"halberda2003 86","",14.6241787122208,"2003"
"68","68","halberda2003","Halberda, J. (2003). The development of a word-learning strategy. Cognition,87(1), B23-B34.","Halberda (2003)","yes","Molly Lewis, Michael Frank",1,"experimental","87","eye-tracking","test_only","forced-choice","looking_time_change","within_one","American English","typical","experimental",NA,10,NA,485.6,NA,NA,NA,NA,NA,-0.69,NA,NA,-0.218197159,0.20119025,NA,NA,NA,NA,30.42,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,"digital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",-0.218197158551618,0.1023805,-0.197741174937404,0.0840839848632813,-0.108455045437616,0.0247025193550547,-0.108883306018064,0.142857142857143,-0.395765867458638,0.33681834446191,"t_one",485.6,10,"halberda2003 87","",15.9526938239159,"2003"
"69","69","halberda2003","Halberda, J. (2003). The development of a word-learning strategy. Cognition,87(1), B23-B34.","Halberda (2003)","yes","Molly Lewis, Michael Frank",1,"experimental","88","eye-tracking","test_only","forced-choice","looking_time_change","within_one","American English","typical","experimental",NA,16,NA,516.04,NA,NA,NA,NA,NA,2.14,NA,NA,0.535,0.129472266,NA,NA,NA,NA,38.025,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,"digital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",0.535,0.07144453125,0.506339285714286,0.0639947985590721,0.258414155255641,0.0145165722069752,0.264408336839411,0.0769230769230769,0.970382659865307,0.235043086686255,"t_one",516.04,16,"halberda2003 88","",16.9526938239159,"2003"
"70","70","halberda2006","Halberda, J. (2006). Is this a dax which I see before me? Use of the logical argument disjunctive syllogism supports word-learning in children and adults.Cognitive psychology, 53(4), 310-344.","Halberda (2006)","yes","Molly Lewis, Michael Frank",3,"experimental","89","eye-tracking","test_only","forced-choice","looking_time_change","within_one","American English","typical","experimental",NA,10,NA,1339.36,NA,NA,NA,NA,NA,4.62,NA,NA,1.460972279,0.253361,NA,NA,NA,NA,456.3,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,"digital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",1.46097227899779,0.206722,1.32400612784175,0.169778517578125,0.589867561903465,0.0143278792096274,0.677462935029208,0.142857142857143,2.64991059081001,0.680088120333998,"t_one",1339.36,10,"halberda2006 89","",44,"2006"
"71","71","horst2008","Horst, J. S., & Samuelson, L. K. (2008). Fast mapping but poor retention by 24-month-old infants. Infancy, 13(2), 128-157.","Horst & Samuelson (2008)","yes","Molly Lewis, Michael Frank",1,"experimental","53","behavior","test_only","forced-choice","target_selection","within_one","American English","typical","experimental - 1A",NA,16,NA,752.56,NA,NA,NA,NA,NA,NA,NA,NA,1.86,0.17905625,NA,NA,NA,NA,30.42,NA,2,NA,0.5,NA,8,NA,NA,NA,NA,NA,NA,NA,"objects",NA,NA,NA,310.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",1.86,0.1706125,1.76035714285714,0.152822229751275,0.68101264207887,0.00657633924645867,0.831000091146247,0.0769230769230769,3.37366681747565,0.561292626960286,"d_one",752.56,16,"horst2008 53","",24.7227332457293,"2008"
"72","72","horst2008","Horst, J. S., & Samuelson, L. K. (2008). Fast mapping but poor retention by 24-month-old infants. Infancy, 13(2), 128-157.","Horst & Samuelson (2008)","yes","Molly Lewis, Michael Frank",2,"experimental","54","behavior","test_only","forced-choice","target_selection","within_one","American English","typical","experimental - 2, followin",NA,16,NA,744.56,NA,0.7,0.33,0.2,NA,NA,NA,NA,1.85,0.178476563,NA,NA,NA,NA,60.84,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"objects",NA,NA,NA,324.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",1.85,0.169453125,1.75089285714286,0.151783746213329,0.679041981617427,0.00663008270960664,0.827334164992045,0.0769230769230769,3.3555288238333,0.557478436092782,"group_means_one",744.56,16,"horst2008 54","",24.4599211563732,"2008"
"73","73","horst2008","Horst, J. S., & Samuelson, L. K. (2008). Fast mapping but poor retention by 24-month-old infants. Infancy, 13(2), 128-157.","Horst & Samuelson (2008)","yes","Molly Lewis, Michael Frank",2,"experimental","55","behavior","test_only","forced-choice","target_selection","within_one","American English","typical","experimental - 2, ostensive",NA,16,NA,744.56,NA,0.64,0.33,0.15,NA,NA,NA,NA,2.066666667,0.191736111,NA,NA,NA,NA,60.84,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"objects",NA,NA,NA,324.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",2.06666666666667,0.195972222222222,1.95595238095238,0.175537618693311,0.718602141766591,0.00554144382345885,0.904748498782685,0.0769230769230769,3.74851868608405,0.644722768978569,"group_means_one",744.56,16,"horst2008 55","",24.4599211563732,"2008"
"74","74","horst2008","Horst, J. S., & Samuelson, L. K. (2008). Fast mapping but poor retention by 24-month-old infants. Infancy, 13(2), 128-157.","Horst & Samuelson (2008)","yes","Molly Lewis",1,"experimental","94","behavior","test_only","forced-choice","target_selection","within_one","American English","typical","experimental - 1B",NA,32,NA,746.4851,NA,0.6875,0.33,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"objects",NA,NA,NA,301.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FN",NA,"Mutual exclusivity","mutex","early_language",0.76063829787234,0.0402901659404708,0.741622340425532,0.0383008389971601,0.355478410533357,0.00671628763638387,0.371700710838225,0.0344827586206897,1.37964526109305,0.132549333028897,"group_means_one",746.4851,32,"horst2008 94","",24.5231636005256,"2008"
